序号,province,year,文件名,topic,topic_name,topic_main_dimension,topic_secondary_code,topic_secondary_name,topic_match_strength
125,辽宁省,2019,辽宁省十三届人大二次会议《关于加快实施本桓...(FBM-CLI.14.5248562).txt,18,18_批复_工程_高速公路_公里,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.625
126,辽宁省,2019,辽宁省政协十二届二次会议《关于加快推进本(...(FBM-CLI.14.5248671).txt,18,18_批复_工程_高速公路_公里,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.625
127,辽宁省,2019,辽宁省政协十二届二次会议《关于加快推进本溪...(FBM-CLI.14.5248663).txt,18,18_批复_工程_高速公路_公里,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.625
128,辽宁省,2022,沈阳市人民政府关于进一步深化预算管理制度改...(FBM-CLI.12.5706661).txt,10,10_债务_预算_基金_政府 债务,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.375
129,辽宁省,2022,辽宁省人民政府关于进一步深化预算管理制度改...(FBM-CLI.12.5131397).txt,10,10_债务_预算_基金_政府 债务,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.375
130,辽宁省,2023,阜新市人民政府关于印发进一步深化预算管理制...(FBM-CLI.12.7061173).txt,10,10_债务_预算_基金_政府 债务,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.375
131,辽宁省,2024,辽宁省财政厅关于印发《辽宁省政府和社会资本...(FBM-CLI.12.7654838).txt,4,4_废止_财政厅 财政部_财金_文件目录,数字治理接口与数据协同,A3,信息公开与透明协同,0.125
132,贵州 25,2015,六盘水市人民政府办公室转发市财政局关于六盘...(FBM-CLI.12.1155128).txt,22,22_运用_推广 运用_运用 政府_相对,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,1.0
133,贵州 25,2015,安顺市政府关于印发安顺市推广政府与社会资本...(FBM-CLI.12.6374330).txt,23,23_风险_运用_承担_推广 运用,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.875
134,贵州 25,2015,毕节市人民政府办公室关于成立毕节市推广政府...(FBM-CLI.14.1166276).txt,3,3_局长_主任_领导小组_局局长,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.625
135,贵州 25,2015,贵州省人民政府办公厅关于成立贵州省推广政府...(FBM-CLI.14.7799378).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.0
136,贵州 25,2015,贵州省人民政府办公厅关于推广政府和社会资本...(FBM-CLI.12.1114243).txt,22,22_运用_推广 运用_运用 政府_相对,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.5
137,贵州 25,2015,黔东南州人民政府办公室关于印发黔东南州推广...(FBM-CLI.12.2326608).txt,22,22_运用_推广 运用_运用 政府_相对,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.75
138,贵州 25,2016,安顺市政府办关于印发安顺市推进政府与社会资...(FBM-CLI.12.1455479).txt,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.625
139,贵州 25,2016,贵州省人民政府关于贵州省政府和社会资本合作...(FBM-CLI.15.1180614).txt,18,18_批复_工程_高速公路_公里,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.25
140,贵州 25,2016,贵州省政府与社会资本合作(PPP)项目推进大会公告(FBM-CLI.14.1983372).txt,1,1_证券化_资产 证券化_国家 发展_证券,采购交易、合同安排与执行绩效,C1,社会资本采购与竞争配置,0.0
141,贵州 25,2016,贵州省财政厅关于对全省各地推广政府和社会资...(FBM-CLI.14.1974260).txt,8,8_运用_推广 运用_运用 政府_领导小组,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.5
142,贵州 25,2016,贵州省财政厅关于征集政府与社会资本合作咨询...(FBM-CLI.14.1963596).txt,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.875
143,贵州 25,2016,贵阳市人民政府办公厅关于推广运用政府和社会...(FBM-CLI.12.2329794).txt,21,21_目标 社会_合理_运用_平等,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.625
144,贵州 25,2016,遵义市人民政府办公室关于印发《市PPP投资引导...(FBM-CLI.14.2324643).txt,10,10_债务_预算_基金_政府 债务,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.125
145,贵州 25,2016,遵义市人民政府办公室关于印发《市推广政府和...(FBM-CLI.14.2324644).txt,23,23_风险_运用_承担_推广 运用,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.5
146,贵州 25,2016,遵义市人民政府办公室关于印发《遵义市PPP投资...(FBM-CLI.12.1455135).txt,10,10_债务_预算_基金_政府 债务,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.125
147,贵州 25,2016,遵义市人民政府办公室关于印发《遵义市推广政...(FBM-CLI.14.1173909).txt,23,23_风险_运用_承担_推广 运用,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.5
148,贵州 25,2016,黔东南州人民政府办公室关于印发《黔东南州“...(FBM-CLI.14.1225685).txt,5,5_住房_管廊_污水处理_城乡,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.375
149,贵州 25,2017,贵州省人民政府关于进一步推进贵州省城镇市政...(FBM-CLI.12.1413731).txt,20,20_民间_民间 投资_企业_政务,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.25
150,贵州 25,2017,贵州省发展和改革委员会、贵州省财政厅关于印...(FBM-CLI.14.1999254).txt,15,15_改革 委员会_国家 发展_云南省_陕西省政府,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.125
151,贵州 25,2017,贵州省发展改革委关于发布2017年传统基础设施领...(FBM-CLI.14.2003568).txt,15,15_改革 委员会_国家 发展_云南省_陕西省政府,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.125
152,贵州 25,2018,毕节市人民政府办公室关于印发毕节市推进重大...(FBM-CLI.12.1501881).txt,20,20_民间_民间 投资_企业_政务,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.125
153,贵州 25,2018,贵州省发展改革委关于省政协十二届一次会议第...(FBM-CLI.14.2083477).txt,10,10_债务_预算_基金_政府 债务,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.125
154,贵州 25,2018,贵州省发展改革委关于省政协十二届一次会议第...(FBM-CLI.14.2094717).txt,1,1_证券化_资产 证券化_国家 发展_证券,采购交易、合同安排与执行绩效,C1,社会资本采购与竞争配置,0.125
155,贵州 25,2018,贵州省财政厅关于省政协十二届一次会议第443号...(FBM-CLI.14.5290982).txt,1,1_证券化_资产 证券化_国家 发展_证券,采购交易、合同安排与执行绩效,C1,社会资本采购与竞争配置,0.875
156,贵州 25,2019,贵州省发展改革委关于省政协十二届二次会议第...(FBM-CLI.14.5306578).txt,18,18_批复_工程_高速公路_公里,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.375
157,西藏 4,2017,西藏自治区人民政府关于推广政府和社会资本合...(FBM-CLI.12.1290569).txt,23,23_风险_运用_承担_推广 运用,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.875
158,西藏 4,2018,日喀则市人民政府办公室关于印发加快推进PPP应...(FBM-CLI.14.1503660).txt,21,21_目标 社会_合理_运用_平等,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.875
159,西藏 4,2018,西藏自治区人民政府办公厅关于促进非公有制经...(FBM-CLI.12.1469373).txt,20,20_民间_民间 投资_企业_政务,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.5
160,西藏 4,2018,西藏自治区人民政府办公厅关于进一步加强政府...(FBM-CLI.12.7474525).txt,4,4_废止_财政厅 财政部_财金_文件目录,数字治理接口与数据协同,A3,信息公开与透明协同,0.0
161,福建省,2014,漳州市人民政府办公室转发福建省人民政府关于...(FBM-CLI.12.3808751).txt,8,8_运用_推广 运用_运用 政府_领导小组,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.0
162,福建省,2014,福建省人民政府关于推广政府和社会资本合作(...(FBM-CLI.12.894146).txt,22,22_运用_推广 运用_运用 政府_相对,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.125
163,福建省,2014,福建省财政厅转发财政部关于印发政府和社会资...(FBM-CLI.14.2119947).txt,4,4_废止_财政厅 财政部_财金_文件目录,数字治理接口与数据协同,A3,信息公开与透明协同,0.375
164,福建省,2015,厦门市人民政府关于印发《厦门市推广运用政府...(FBM-CLI.14.1052865).txt,23,23_风险_运用_承担_推广 运用,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.875
165,福建省,2015,厦门市财政局、厦门市发展改革委关于征集政府...(FBM-CLI.14.8045033).txt,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.875
166,福建省,2015,宁德市人民政府关于成立推广政府和社会资本合...(FBM-CLI.14.3943721).txt,3,3_局长_主任_领导小组_局局长,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.75
167,福建省,2015,平潭综合实验区管委会办公室印发关于推广运用...(FBM-CLI.12.6143274).txt,23,23_风险_运用_承担_推广 运用,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.875
168,福建省,2015,泉州市人民政府关于推广运用政府和社会资本合...(FBM-CLI.12.1135560).txt,21,21_目标 社会_合理_运用_平等,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,1.0
169,福建省,2015,漳州市人民政府办公室关于推进政府和社会资本...(FBM-CLI.14.1108573).txt,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.375
170,福建省,2015,福州市人民政府关于印发福州市推进政府和社会...(FBM-CLI.14.1114103).txt,21,21_目标 社会_合理_运用_平等,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.25
171,福建省,2015,福建省人民政府办公厅关于推广政府和社会资本...(FBM-CLI.12.1079703).txt,6,6_奖励_普惠_奖代补_普惠 金融,数字治理接口与数据协同,A3,信息公开与透明协同,0.375
172,福建省,2015,福建省人民政府办公厅贯彻落实国务院办公厅转...(FBM-CLI.12.1126532).txt,8,8_运用_推广 运用_运用 政府_领导小组,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.5
173,福建省,2015,福建省发展和改革委员会关于印发数字福建公共...(FBM-CLI.12.1128117).txt,16,16_运营 移交_移交_特许_经营,项目识别与前端规范准入,B1,项目识别、筛选与入库,1.0
174,福建省,2015,福建省财政厅、福建省国土资源厅、福建省住房...(FBM-CLI.14.1217187).txt,5,5_住房_管廊_污水处理_城乡,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.375
175,福建省,2015,福建省财政厅转发财政部关于规范政府和社会资...(FBM-CLI.12.2119756).txt,4,4_废止_财政厅 财政部_财金_文件目录,数字治理接口与数据协同,A3,信息公开与透明协同,0.25
176,福建省,2015,龙岩市人民政府关于推广政府和社会资本合作(...(FBM-CLI.12.1130201).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.375
177,福建省,2016,三明市人民政府关于规范运作公共服务领域PPP项...(FBM-CLI.12.1280030).txt,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.625
178,福建省,2016,南平市人民政府关于印发南平市推广运用政府和...(FBM-CLI.14.3900921).txt,23,23_风险_运用_承担_推广 运用,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.875
179,福建省,2016,南平市人民政府办公室关于印发南平市政府和社...(FBM-CLI.12.3900359).txt,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.875
180,福建省,2016,宁德市人民政府办公室关于对政府和社会资本合...(FBM-CLI.12.3951304).txt,10,10_债务_预算_基金_政府 债务,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.5
181,福建省,2016,漳州市人民政府办公室关于印发漳州市推进政府...(FBM-CLI.14.1220670).txt,22,22_运用_推广 运用_运用 政府_相对,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.25
182,福建省,2016,福州市人民政府办公厅关于印发福州市政府和社...(FBM-CLI.12.1225017).txt,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.75
183,福建省,2016,福州市财政局关于征集政府和社会资本合作(PPP)模...(FBM-CLI.14.6067569).txt,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.875
184,福建省,2016,福建省人民政府关于进一步做好政府和社会资本...(FBM-CLI.12.1207105).txt,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.625
185,福建省,2016,福建省人民政府办公厅关于福建省培育发展环境...(FBM-CLI.12.1243452).txt,20,20_民间_民间 投资_企业_政务,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.25
186,福建省,2016,福建省住房和城乡建设厅办公室关于抓紧做好第...(FBM-CLI.14.2180320).txt,13,13_申报_第四批_第三批_申报 筛选,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.625
